Pos.,Giocatore,Nazione,Ruolo,Squadra,Competizione,Età,Nato,PG,Tit,Min,90 min,Reti,Assist,G+A,R - Rig,Rigori,Rig T,Amm.,Esp.,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Tiri totali,Tiri in porta,Falli commessi,Falli subiti,Fuorigioco
698,Paulo Dybala,ARG,Att.Cen,Roma,Serie A,31-072,1993,18,14,1.199,13.3,5,2,7,3,2,2,2,0,5.4,3.8,4.3,8.1,31,67,43,13,6,51,5
699,Stefan Džodić,SRB,Dif.Cen,Montpellier,Ligue 1,19-317,2005,5,2,190,2.1,0,0,0,0,0,0,2,1,0.1,0.1,0.0,0.1,2,7,2,0,4,2,0
700,Adam Dźwigała,POL,Dif.Cen,St. Pauli,Bundesliga,29-123,1995,10,0,129,1.4,0,0,0,0,0,0,1,1,0.4,0.4,0.0,0.4,0,5,4,0,3,2,0
701,Aron Dønnum,NOR,Dif.Cen,Toulouse,Ligue 1,26-281,1998,17,16,1.352,15.0,0,0,0,0,0,0,4,0,0.9,0.9,1.2,2.1,62,60,11,1,24,30,0
702,Enzo Ebosse,CMR,Dif,Udinese,Serie A,25-321,1999,2,0,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,0,0,1,0,0
703,Ederson,BRA,Por,Manchester City,Premier League,31-162,1993,15,15,1.350,15.0,0,2,2,0,0,0,3,0,0.0,0.0,0.5,0.5,0,1,0,0,1,0,0
704,Éderson,BRA,Cen,Atalanta,Serie A,25-203,1999,22,21,1.870,20.8,2,1,3,2,0,0,3,0,2.4,2.4,2.6,5.1,24,132,23,9,24,40,0
705,George Edmundson,ENG,Dif,Ipswich Town,Premier League,27-148,1997,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
706,Odsonne Édouard,FRA,Cen.Att,Crystal Palace,Premier League,27-010,1998,2,1,115,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,2,4,5,1,4,0,2
707,Odsonne Édouard,FRA,Att,Leicester City,Premier League,27-010,1998,4,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,5,1,4,0,2
708,Samuel Edozie,ENG,Dif.Att,Southampton,Premier League,21-364,2003,2,0,65,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,6,4,0,0,2,1,0
709,Ronnie Edwards,ENG,Dif,Southampton,Premier League,21-304,2003,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
710,Johannes Eggestein,GER,Att,St. Pauli,Bundesliga,26-263,1998,16,16,1.286,14.3,3,3,6,2,1,2,2,0,3.7,2.2,1.8,4.0,19,32,26,9,9,10,9
711,Maximilian Eggestein,GER,Cen,Freiburg,Bundesliga,28-049,1996,18,18,1.546,17.2,0,0,0,0,0,0,2,0,1.0,1.0,0.6,1.5,16,81,16,5,11,15,1
712,Kingsley Ehizibue,NED,Dif,Udinese,Serie A,29-246,1995,20,20,1.601,17.8,0,1,1,0,0,0,4,0,1.1,1.1,1.3,2.4,35,34,10,3,24,22,4
713,Chidera Ejuke,NGA,Att.Cen,Sevilla,La Liga,27-024,1998,11,6,581,6.5,1,0,1,1,0,0,0,0,0.7,0.7,1.3,2.0,56,25,13,5,3,7,2
714,Jeff Ekhator,ITA,Att.Cen,Genoa,Serie A,18-076,2006,13,3,439,4.9,1,1,2,1,0,0,1,0,1.1,1.1,0.3,1.4,4,8,8,3,5,6,3
715,Hugo Ekitike,FRA,Att,Eint Frankfurt,Bundesliga,22-220,2002,17,16,1.246,13.8,9,3,12,9,0,0,0,0,9.7,9.7,3.2,12.9,42,18,52,19,16,6,11
716,Jurgen Ekkelenkamp,NED,Cen,Udinese,Serie A,24-296,2000,17,7,830,9.2,0,2,2,0,0,0,1,0,0.9,0.9,0.8,1.7,12,34,10,3,14,9,2
717,Jacques Ekomie,GAB,Dif,Angers,Ligue 1,21-160,2003,8,3,289,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,8,1,0,3,9,1
718,Emmanuel Ekong,SWE,Cen.Att,Empoli,Serie A,22-215,2002,15,0,186,2.1,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,8,5,4,1,3,5,1
719,Caleb Ekuban,GHA,Att,Genoa,Serie A,30-309,1994,6,2,259,2.9,1,0,1,1,0,0,0,0,1.4,1.4,0.2,1.6,3,3,10,4,4,5,3
720,Pierre Ekwah Elimby,FRA,Cen,Saint-Étienne,Ligue 1,23-011,2002,15,15,1.315,14.6,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,9,69,5,1,16,19,0
721,Anthony Elanga,SWE,Att.Cen,Nott'ham Forest,Premier League,22-274,2002,23,17,1.369,15.2,3,5,8,3,0,0,1,0,2.4,2.4,2.5,4.9,49,28,26,12,4,24,10
722,Mikael Ellertsson,ISL,Dif.Cen,Venezia,Serie A,22-321,2002,20,16,1.381,15.3,2,1,3,2,0,0,0,0,0.9,0.9,0.7,1.6,19,17,13,3,11,24,2
723,Harvey Elliott,ENG,Cen.Att,Liverpool,Premier League,21-297,2003,9,0,82,0.9,0,1,1,0,0,0,0,0,0.1,0.1,0.8,0.8,3,11,2,0,0,0,1
724,Elif Elmas,MKD,Cen,RB Leipzig,Bundesliga,25-124,1999,2,0,44,0.5,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0,2,2,0,2,0,1
725,Aritz Elustondo,ESP,Dif,Real Sociedad,La Liga,30-304,1994,8,5,444,4.9,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.5,8,17,2,0,8,9,0
726,Nico Elvedi,SUI,Dif,Gladbach,Bundesliga,28-118,1996,13,13,1.125,12.5,1,1,2,1,0,0,1,0,1.5,1.5,0.4,1.8,15,34,7,3,6,9,0
727,Adri Embarba,ESP,Att.Cen,Rayo Vallecano,La Liga,32-264,1992,18,12,996,11.1,1,1,2,1,0,0,2,0,1.3,1.3,1.5,2.7,28,31,22,6,16,13,11
728,Breel Embolo,SUI,Att,Monaco,Ligue 1,27-347,1997,16,10,921,10.2,4,2,6,4,0,0,2,0,7.6,7.6,2.5,10.1,10,22,31,10,13,21,7
729,Emanuel Emegha,NED,Att,Strasbourg,Ligue 1,21-358,2003,14,14,1.134,12.6,8,2,10,8,0,0,3,0,8.9,8.9,1.7,10.6,21,5,30,22,22,20,13
730,Emerson,BRA,Dif,Milan,Serie A,26-012,1999,17,16,1.377,15.3,0,0,0,0,0,0,5,0,0.4,0.4,0.7,1.1,23,68,10,2,34,32,0
731,Yunus Emre Konak,TUR,Cen.Att,Brentford,Premier League,19-016,2006,5,0,21,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,1,0,2,0,0
732,Julio Enciso,PAR,Cen,Ipswich Town,Premier League,21-003,2004,1,0,12,0.1,0,1,1,0,0,0,1,0,0.0,0.0,0.3,0.3,0,0,0,0,1,1,0
733,Julio Enciso,PAR,Cen.Att,Brighton,Premier League,21-003,2004,12,2,294,3.3,0,0,0,0,0,0,0,0,1.0,1.0,0.2,1.2,11,14,0,0,1,1,0
734,Wataru Endo,JPN,Cen,Liverpool,Premier League,31-352,1993,9,0,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,0,0,6,4,0
735,Endrick,BRA,Att,Real Madrid,La Liga,18-189,2006,14,0,99,1.1,1,0,1,1,0,0,1,0,0.8,0.8,0.1,0.8,5,5,11,4,5,5,0
736,Yannik Engelhardt,GER,Cen.Dif,Como,Serie A,23-354,2001,15,10,943,10.5,1,1,2,1,0,0,3,0,0.6,0.6,1.4,1.9,9,47,8,2,14,13,0
737,Arne Engels,BEL,Cen.Att,Augsburg,Bundesliga,21-140,2003,1,1,79,0.9,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,1,1,3,1,3,1,0
738,Christian Eriksen,DEN,Cen,Manchester Utd,Premier League,32-347,1992,12,7,633,7.0,0,1,1,0,0,0,2,0,0.1,0.1,2.1,2.2,5,29,3,0,5,2,0
739,Martin Erlic,CRO,Dif,Bologna,Serie A,27-002,1998,5,3,224,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,8,4,0,3,6,0
740,Patrick Erras,GER,Dif,Holstein Kiel,Bundesliga,30-005,1995,10,10,832,9.2,1,0,1,1,0,0,2,0,0.9,0.9,0.1,1.0,3,25,8,1,11,0,0
741,Alfonso Espino,URU,Dif,Rayo Vallecano,La Liga,33-021,1992,6,5,397,4.4,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,5,15,6,2,9,9,0
742,Sebastiano Esposito,ITA,Att.Cen,Empoli,Serie A,22-208,2002,18,13,1.209,13.4,8,0,8,7,1,2,1,0,4.7,3.1,1.1,4.2,20,46,37,15,19,31,6
743,Samuel Essende,COD,Att,Augsburg,Bundesliga,27-003,1998,17,12,994,11.0,5,2,7,5,0,0,3,1,2.6,2.6,1.2,3.8,21,10,26,10,30,22,10
744,Dario Essugo,POR,Cen,Las Palmas,La Liga,19-318,2005,14,14,1.101,12.2,1,0,1,1,0,0,7,1,0.3,0.3,0.2,0.6,12,53,13,3,21,21,0
745,Nahuel Estévez,ARG,Cen,Parma,Serie A,29-073,1995,7,4,356,4.0,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,2,14,4,1,5,2,0
746,Pervis Estupiñán,ECU,Dif,Brighton,Premier League,27-005,1998,18,15,1.417,15.7,0,1,1,0,0,0,3,0,0.6,0.6,1.8,2.4,39,71,14,4,24,12,3
747,Evanilson,BRA,Att,Bournemouth,Premier League,25-112,1999,19,17,1.370,15.2,5,0,5,5,0,1,0,0,6.6,5.8,1.1,6.9,19,13,42,20,23,34,11
748,Jonny Evans,NIR,Dif,Manchester Utd,Premier League,37-023,1988,6,3,290,3.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,8,1,0,5,6,0
749,Edu Expósito,ESP,Cen,Espanyol,La Liga,28-178,1996,4,0,97,1.1,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,3,12,4,0,3,4,0
750,Eberechi Eze,ENG,Cen.Att,Crystal Palace,Premier League,26-211,1998,18,18,1.491,16.6,2,5,7,2,0,0,1,0,4.6,4.6,3.3,7.9,44,69,60,18,6,31,5
751,Abde Ezzalzouli,MAR,Att.Cen,Betis,La Liga,23-040,2001,21,18,1.485,16.5,1,1,2,1,0,1,2,0,6.9,6.1,1.6,7.7,89,53,46,16,18,30,3
752,Giovanni Fabbian,ITA,Cen,Bologna,Serie A,22-012,2003,16,4,581,6.5,1,0,1,1,0,0,2,0,1.0,1.0,0.4,1.4,8,6,14,3,14,12,0
753,Łukasz Fabiański,POL,Por,West Ham,Premier League,39-283,1985,13,12,1.070,11.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0,2,1,0
754,Alieu Fadera,GAM,Att.Dif,Como,Serie A,23-084,2001,20,19,1.523,16.9,1,3,4,1,0,0,0,0,1.6,1.6,3.8,5.4,66,33,27,9,33,46,14
755,Wout Faes,BEL,Dif,Leicester City,Premier League,26-298,1998,19,15,1.465,16.3,1,0,1,1,0,0,3,0,0.9,0.9,0.1,1.0,8,54,7,1,12,5,1
756,Nicolò Fagioli,ITA,Cen,Juventus,Serie A,23-349,2001,17,5,571,6.3,0,0,0,0,0,0,4,0,0.6,0.6,0.1,0.7,19,41,12,1,11,5,0
757,Romain Faivre,FRA,Cen.Att,Brest,Ligue 1,26-196,1998,12,6,505,5.6,2,2,4,1,1,1,1,0,1.6,0.8,0.7,1.5,12,22,8,3,3,13,0
758,Wladimiro Falcone,ITA,Por,Lecce,Serie A,29-289,1995,21,21,1.890,21.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,8,0
759,Davide Faraoni,ITA,Dif.Cen,Hellas Verona,Serie A,33-093,1991,5,1,136,1.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,2,3,1,0,4,0,1
760,Abdul Fatawu Issahaku,GHA,Att,Leicester City,Premier League,20-324,2004,11,6,579,6.4,0,2,2,0,0,0,0,0,0.4,0.4,1.6,2.0,42,17,13,5,11,20,2
761,Ansu Fati,ESP,Att,Barcelona,La Liga,22-087,2002,4,1,127,1.4,0,0,0,0,0,0,1,0,0.6,0.6,0.1,0.7,4,3,5,3,1,2,1
762,Khalil Fayad,FRA,Cen.Att,Montpellier,Ligue 1,20-231,2004,7,3,316,3.5,0,0,0,0,0,0,1,0,0.7,0.7,0.2,0.8,8,19,4,1,9,14,0
763,Jacopo Fazzini,ITA,Cen.Att,Empoli,Serie A,21-316,2003,12,9,769,8.5,0,0,0,0,0,0,1,0,0.8,0.8,0.2,0.9,17,24,11,3,18,20,2
764,Peter Federico,DOM,Cen.Att,Getafe,La Liga,22-185,2002,12,1,334,3.7,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,3,5,6,1,6,9,1
765,Nabil Fekir,FRA,Cen,Betis,La Liga,31-192,1993,2,2,180,2.0,0,1,1,0,0,0,0,0,0.7,0.7,0.5,1.2,9,10,7,1,3,7,0
766,Mattia Felici,ITA,Cen.Dif,Cagliari,Serie A,23-284,2001,12,4,505,5.6,0,3,3,0,0,0,1,0,0.4,0.4,0.6,1.0,21,8,6,3,9,8,2
767,João Félix,POR,Att.Cen,Chelsea,Premier League,25-077,1999,12,3,369,4.1,1,1,2,1,0,0,2,0,2.2,2.2,1.0,3.2,21,26,20,5,6,17,1
768,Kiko Femenía,ESP,Dif,Villarreal,La Liga,33-359,1991,19,19,1.635,18.2,0,1,1,0,0,0,6,0,0.4,0.4,1.1,1.4,44,86,3,0,14,12,1
769,Evan Ferguson,IRL,Att,Brighton,Premier League,20-099,2004,12,2,228,2.5,1,0,1,1,0,0,0,0,0.5,0.5,0.4,1.0,2,1,7,2,3,1,0
770,Lewis Ferguson,SCO,Cen,Bologna,Serie A,25-155,1999,7,3,320,3.6,1,0,1,0,1,1,0,0,0.8,0.0,0.3,0.3,7,21,1,1,10,4,1
771,Zinedine Ferhat,ALG,Att,Angers,Ligue 1,31-331,1993,10,2,299,3.3,2,0,2,2,0,0,1,0,1.2,1.2,1.3,2.5,7,19,8,4,7,9,0
772,Bruno Fernandes,POR,Cen.Att,Manchester Utd,Premier League,30-140,1994,21,21,1.745,19.4,5,6,11,2,3,3,3,2,7.6,5.2,4.6,9.8,46,156,57,14,18,26,2
773,Edimilson Fernandes,SUI,Cen,Brest,Ligue 1,28-286,1996,10,8,692,7.7,0,1,1,0,0,0,1,0,0.3,0.3,0.5,0.9,3,22,8,2,7,5,0
774,Mateus Fernandes,POR,Cen,Southampton,Premier League,20-200,2004,21,19,1.649,18.3,1,2,3,1,0,0,7,0,3.0,3.0,1.8,4.9,51,87,25,10,29,29,2
775,Álvaro Fernández,ESP,Por,Sevilla,La Liga,26-288,1998,8,7,657,7.3,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,0,0,0,0,2,0
776,Enzo Fernández,ARG,Cen,Chelsea,Premier League,24-009,2001,21,17,1.602,17.8,3,4,7,3,0,0,3,0,2.3,2.3,3.7,6.1,26,126,25,9,27,26,0
777,Roberto Férnandez,ESP,Att,Espanyol,La Liga,22-207,2002,2,1,100,1.1,1,0,1,1,0,0,1,0,0.4,0.4,0.0,0.5,2,1,1,1,5,2,0
778,Valery Fernández,ESP,Cen.Att,Mallorca,La Liga,25-064,1999,11,1,230,2.6,2,0,2,2,0,0,1,0,0.8,0.8,0.0,0.8,2,3,3,3,3,1,1
779,Matias Fernandez-Pardo,BEL,Att,Lille,Ligue 1,19-358,2005,11,5,437,4.9,1,1,2,1,0,0,2,0,0.2,0.2,1.1,1.3,23,10,4,2,7,11,0
780,Jordan Ferri,FRA,Cen,Montpellier,Ligue 1,32-320,1992,13,11,967,10.7,0,1,1,0,0,0,4,1,0.2,0.2,0.5,0.7,8,74,8,2,16,15,0
781,Karol Fila,POL,Cen,Strasbourg,Ligue 1,26-227,1998,1,0,5,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
782,Kilian Fischer,GER,Dif,Wolfsburg,Bundesliga,24-106,2000,19,17,1.367,15.2,0,0,0,0,0,0,4,0,0.2,0.2,0.3,0.4,26,49,3,0,21,3,0
783,Mark Flekken,NED,Por,Brentford,Premier League,31-227,1993,22,22,1.925,21.4,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,0,0,0,0,0,2,0
784,Mateo Flores,ESP,Cen,Betis,La Liga,20-294,2004,5,1,142,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,7,0,0,3,1,0
785,Phil Foden,ENG,Cen.Att,Manchester City,Premier League,24-243,2000,18,14,1.293,14.4,7,2,9,7,0,0,2,0,4.6,4.6,3.9,8.5,33,73,45,14,4,24,3
786,Malick Fofana,BEL,Att.Cen,Lyon,Ligue 1,19-301,2005,18,10,1.004,11.2,3,3,6,3,0,0,1,0,2.7,2.7,1.6,4.3,64,35,22,12,6,23,3
787,Seko Fofana,CIV,Cen,Rennes,Ligue 1,29-264,1995,4,2,252,2.8,0,1,1,0,0,0,1,0,0.2,0.2,0.5,0.8,12,27,5,0,1,5,1
788,Wesley Fofana,FRA,Dif,Chelsea,Premier League,24-040,2000,12,12,1.015,11.3,0,0,0,0,0,0,6,0,0.4,0.4,0.4,0.8,14,25,2,0,19,15,0
789,Yahia Fofana,CIV,Por,Angers,Ligue 1,24-158,2000,18,18,1.620,18.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0,0,6,0
790,Youssouf Fofana,FRA,Cen,Milan,Serie A,26-016,1999,19,18,1.570,17.4,1,4,5,1,0,0,4,0,0.8,0.8,2.0,2.8,28,118,23,4,13,14,0
791,Jonas Föhrenbach,GER,Dif,Heidenheim,Bundesliga,29-000,1996,17,17,1.451,16.1,0,1,1,0,0,0,2,0,0.3,0.3,1.2,1.5,31,48,8,1,9,3,0
792,Michael Folorunsho,ITA,Att.Cen,Fiorentina,Serie A,26-354,1998,2,1,117,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,4,11,2,0,4,6,0
793,Michael Folorunsho,ITA,Att.Cen,Napoli,Serie A,26-354,1998,6,0,35,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,2,0,4,6,0
794,Lamine Fomba,FRA,Cen,Saint-Étienne,Ligue 1,27-000,1998,5,3,198,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,5,16,1,0,10,2,0
795,Carlos Forbs,POR,Cen.Att,Wolves,Premier League,20-313,2004,9,1,237,2.6,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.2,9,8,2,0,2,1,0
796,Pablo Fornals,ESP,Cen.Att,Betis,La Liga,28-339,1996,15,12,1.047,11.6,1,0,1,1,0,0,2,0,1.4,1.4,2.1,3.4,16,85,16,3,9,7,1
797,Omari Forson,ENG,Cen.Att,Monza,Serie A,20-190,2004,5,0,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3,1,0,1,0,1
798,Fraser Forster,ENG,Por,Tottenham,Premier League,36-315,1988,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
799,Héctor Fort,ESP,Dif,Barcelona,La Liga,18-177,2006,9,2,275,3.1,0,0,0,0,0,0,2,0,0.1,0.1,0.6,0.7,6,14,2,0,3,1,0
800,Dimitri Foulquier,FRA,Dif,Valencia,La Liga,31-309,1993,19,12,1.180,13.1,0,0,0,0,0,0,4,0,0.4,0.4,0.3,0.6,25,43,10,2,18,17,0
801,Juan Foyth,ARG,Dif,Villarreal,La Liga,27-014,1998,4,2,182,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,0,5,1,1,3,0,0
802,Alejandro Francés,ESP,Dif,Girona,La Liga,22-178,2002,8,7,556,6.2,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,9,33,5,0,12,8,1
803,Przemysław Frankowski,POL,Dif,Lens,Ligue 1,29-289,1995,16,14,1.216,13.5,3,2,5,1,2,2,3,0,1.9,0.3,1.7,2.1,28,101,9,2,14,6,1
804,Enric Franquesa,ESP,Dif.Att,Leganés,La Liga,27-335,1997,12,7,616,6.8,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,11,12,3,1,8,6,0
805,Ryan Fraser,SCO,Att.Dif,Southampton,Premier League,30-337,1994,8,4,306,3.4,0,0,0,0,0,0,0,1,0.0,0.0,0.1,0.1,10,8,1,1,1,4,1
806,Davide Frattesi,ITA,Cen,Inter,Serie A,25-096,1999,16,4,643,7.1,3,1,4,3,0,0,1,0,1.8,1.8,0.7,2.5,14,18,15,4,6,10,1
807,Morten Frendrup,DEN,Cen,Genoa,Serie A,23-294,2001,20,20,1.753,19.5,2,0,2,2,0,0,3,0,1.0,1.0,0.3,1.3,11,56,16,6,25,16,1
808,Martin Frese,DEN,Dif,Hellas Verona,Serie A,27-022,1998,5,3,336,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,10,0,0,7,7,0
809,Remo Freuler,SUI,Cen,Bologna,Serie A,32-286,1992,21,21,1.861,20.7,0,2,2,0,0,0,2,0,0.6,0.6,1.0,1.7,18,133,6,2,25,10,1
810,Marco Friedl,AUT,Dif,Werder Bremen,Bundesliga,26-316,1998,16,16,1.343,14.9,0,0,0,0,0,0,6,1,0.0,0.0,0.2,0.2,2,49,0,0,16,11,1
811,Marvin Friedrich,GER,Dif,Gladbach,Bundesliga,29-044,1995,12,7,699,7.8,0,1,1,0,0,0,0,0,0.4,0.4,0.6,1.0,9,25,7,2,2,2,0
812,Jeremie Frimpong,NED,Dif.Cen,Leverkusen,Bundesliga,24-047,2000,19,14,1.302,14.5,2,4,6,2,0,0,3,0,2.1,2.1,3.5,5.5,53,27,17,10,7,14,3
813,Jorge de Frutos,ESP,Cen.Att,Rayo Vallecano,La Liga,27-341,1997,20,16,1.385,15.4,4,2,6,4,0,0,1,0,2.9,2.9,2.2,5.1,44,30,27,8,23,15,2
814,Darío Fuentes,ESP,Dif,Sevilla,La Liga,22-014,2003,1,0,5,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
815,Chris Führich,GER,Cen.Att,Stuttgart,Bundesliga,27-017,1998,18,11,1.017,11.3,1,2,3,1,0,0,0,0,0.9,0.9,2.2,3.0,57,47,16,6,4,1,2
816,Shiō Fukuda,JPN,Att.Cen,Gladbach,Bundesliga,20-293,2004,3,0,26,0.3,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,0,1,1,1,1,0,0
817,Angelo Fulgini,FRA,Cen.Att,Lens,Ligue 1,28-159,1996,15,9,757,8.4,1,1,2,1,0,0,1,0,1.9,1.9,2.2,4.2,22,50,19,6,10,23,2
818,Niclas Füllkrug,GER,Att,West Ham,Premier League,31-352,1993,9,3,370,4.1,2,1,3,2,0,0,1,0,1.4,1.4,1.0,2.4,3,4,8,3,9,3,4
819,Manuel Fuster,ESP,Cen.Att,Las Palmas,La Liga,27-096,1997,15,4,477,5.3,1,0,1,1,0,0,1,0,0.4,0.4,0.7,1.1,10,24,11,4,8,18,0
820,Matteo Gabbia,ITA,Dif,Milan,Serie A,25-097,1999,12,11,991,11.0,1,0,1,1,0,0,3,0,0.8,0.8,0.1,0.9,7,31,11,3,9,4,0
821,Alessandro Gabrielloni,ITA,Att.Cen,Como,Serie A,30-200,1994,11,0,109,1.2,1,1,2,1,0,0,1,0,0.3,0.3,0.8,1.0,4,5,3,1,3,3,1
822,Gianluca Gaetano,ITA,Cen.Att,Cagliari,Serie A,24-266,2000,16,8,716,8.0,1,1,2,1,0,0,0,0,3.9,3.9,0.8,4.7,8,29,24,4,12,6,3
823,Roberto Gagliardini,ITA,Cen.Dif,Monza,Serie A,30-294,1994,4,0,95,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,2,6,0,0,4,4,0
824,Cody Gakpo,NED,Att,Liverpool,Premier League,25-264,1999,22,14,1.233,13.7,8,3,11,8,0,0,4,0,5.4,5.4,3.4,8.8,36,37,41,16,14,16,4
825,Javi Galán,ESP,Dif,Atlético Madrid,La Liga,30-068,1994,12,10,844,9.4,0,2,2,0,0,0,5,0,0.1,0.1,2.0,2.1,27,29,3,0,19,15,1
826,Iñigo Ruiz de Galarreta,ESP,Cen,Athletic Club,La Liga,31-173,1993,16,12,950,10.6,0,2,2,0,0,0,3,0,0.1,0.1,2.1,2.3,15,91,3,0,23,11,0
827,Conor Gallagher,ENG,Cen,Atlético Madrid,La Liga,24-355,2000,16,13,947,10.5,2,0,2,2,0,0,1,0,1.8,1.8,0.1,1.9,9,30,11,2,16,25,1
828,Antonino Gallo,ITA,Dif,Lecce,Serie A,25-021,2000,15,15,1.241,13.8,0,2,2,0,0,0,1,1,0.1,0.1,2.1,2.2,35,57,5,1,6,12,2
829,Gauthier Gallon,FRA,Por,Rennes,Ligue 1,31-278,1993,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
830,Cristian Gamboa,CRC,Dif,Bochum,Bundesliga,35-094,1989,6,0,130,1.4,1,0,1,1,0,0,0,0,0.2,0.2,0.2,0.3,2,4,4,1,0,3,0
831,Idrissa Gana Gueye,SEN,Cen,Everton,Premier League,35-122,1989,21,19,1.667,18.5,0,2,2,0,0,0,4,0,0.8,0.8,1.1,2.0,15,85,19,3,31,27,0
832,Ignatius Ganago,CMR,Att.Cen,Nantes,Ligue 1,25-345,1999,11,1,241,2.7,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.7,5,9,7,0,2,3,2
833,Aleix García,ESP,Cen.Att,Leverkusen,Bundesliga,27-212,1997,16,7,670,7.4,1,2,3,1,0,0,0,0,0.5,0.5,2.2,2.8,12,51,7,1,3,3,1
834,Álvaro García,ESP,Att.Cen,Rayo Vallecano,La Liga,32-091,1992,18,12,1.112,12.4,2,0,2,2,0,0,4,0,2.6,2.6,1.5,4.1,30,36,22,4,9,9,9
835,Eric García,ESP,Cen.Dif,Barcelona,La Liga,24-017,2001,11,4,536,6.0,0,1,1,0,0,0,0,0,0.9,0.9,0.4,1.2,9,39,6,3,8,3,0
836,Fran Garcia,ESP,Dif,Real Madrid,La Liga,25-165,1999,16,10,947,10.5,0,1,1,0,0,0,0,0,0.6,0.6,0.6,1.2,28,49,8,2,5,11,1
837,Joan García,ESP,Por,Espanyol,La Liga,23-267,2001,21,21,1.890,21.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,1,1,1,0,1,0
838,Pablo Garcia,ESP,Att,Betis,La Liga,18-164,2006,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
839,Rubén García,ESP,Att.Cen,Osasuna,La Liga,31-196,1993,20,16,1.259,14.0,2,3,5,2,0,0,2,0,1.3,1.3,1.3,2.7,14,64,14,4,17,16,6
840,Ulisses Garcia,SUI,Dif,Marseille,Ligue 1,29-015,1996,11,5,493,5.5,2,1,3,2,0,0,1,0,1.5,1.5,0.7,2.2,10,16,7,2,5,5,2
841,Alejandro Garnacho,ARG,Att.Cen,Manchester Utd,Premier League,20-209,2004,21,11,1.151,12.8,3,1,4,3,0,0,1,0,4.8,4.8,2.4,7.2,74,21,48,19,6,23,5
842,James Garner,ENG,Dif.Cen,Everton,Premier League,23-319,2001,5,2,266,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,1,3,2,0,4,1,0
