Pos.,Giocatore,Nazione,Ruolo,Squadra,Età,Nato,PG,Tit,Min,90 min,Reti,Assist,G+A,R - Rig,Rigori,Rig T,Amm.,Esp.,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Tiri totali,Tiri in porta,Falli commessi,Falli subiti,Fuorigioco
685,Taras Stepanenko,UKR,Cen,Shakhtar,35-174,1989,5,1,120,1.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0,5,2,0
686,Artem Stepanov,UKR,Att,Leverkusen,17-172,2007,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
687,Leonidas Stergiou,SUI,Dif,Stuttgart,22-332,2002,3,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0,0,0,0
688,Raheem Sterling,ENG,Att.Cen,Arsenal,30-052,1994,3,1,98,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,2,3,0,0,3,2,0
689,Angelo Stiller,GER,Cen,Stuttgart,23-300,2001,7,7,623,6.9,1,0,1,1,0,0,0,0,1.1,1.1,0.9,2.0,16,78,8,4,4,11,0
690,Luka Stojkovic,CRO,Cen,Dinamo Zagreb,21-093,2003,5,2,191,2.1,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,10,6,5,0,3,4,1
691,John Stones,ENG,Dif,Manchester City,30-246,1994,3,2,176,2.0,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,6,18,3,2,2,0,0
692,Dávid Strelec,SVK,Att,Slovan Bratislava,23-300,2001,7,7,600,6.7,2,0,2,1,1,1,0,0,3.0,2.3,0.3,2.5,5,5,8,1,4,7,1
693,Cristhian Stuani,URU,Att,Girona,38-109,1986,7,2,249,2.8,0,0,0,0,0,1,2,0,1.6,0.8,0.1,0.9,0,1,6,3,7,4,2
694,Martin Suchomel,CZE,Dif.Cen,Sparta Prague,22-140,2002,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
695,Petar Sucic,CRO,Cen,Dinamo Zagreb,21-096,2003,3,3,263,2.9,2,0,2,2,0,0,0,0,1.3,1.3,0.1,1.4,9,11,6,2,6,2,0
696,Heorhiy Sudakov,UKR,Cen,Shakhtar,22-150,2002,7,7,610,6.8,2,1,3,1,1,2,0,0,2.3,0.7,1.3,2.0,11,31,8,2,4,11,0
697,Niklas Süle,GER,Dif,Dortmund,29-148,1995,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,16,0,0,0,0,0
698,Wojciech Szczęsny,POL,Por,Barcelona,34-286,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
699,Dominik Szoboszlai,HUN,Cen,Liverpool,24-096,2000,7,5,441,4.9,1,1,2,1,0,0,0,0,0.9,0.9,0.6,1.5,10,26,8,3,2,3,1
700,Július Szöke,SVK,Cen,Slovan Bratislava,29-181,1995,2,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
701,Asger Sørensen,DEN,Dif,Sparta Prague,28-238,1996,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,8,0,0,3,0,0
702,Alexander Sørloth,NOR,Att,Atlético Madrid,29-055,1995,5,2,213,2.4,0,0,0,0,0,0,0,0,1.9,1.9,0.1,2.1,5,7,8,4,6,3,1
703,Jonathan Tah,GER,Dif,Leverkusen,28-353,1996,7,7,630,7.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,3,20,4,1,5,1,0
704,Dominik Takáč,SVK,Por,Slovan Bratislava,26-017,1999,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0
705,Chemsdine Talbi,BEL,Att.Cen,Club Brugge,19-265,2005,6,2,200,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,0,2,1,1,3,1,1
706,Edmond Tapsoba,BFA,Dif,Leverkusen,25-362,1999,7,6,558,6.2,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,3,25,5,1,7,3,0
707,Mehdi Taremi,IRN,Att,Inter,32-195,1992,7,6,490,5.4,1,2,3,0,1,1,0,0,1.5,0.7,1.5,2.2,8,13,7,1,4,8,0
708,Greg Taylor,SCO,Dif,Celtic,27-085,1997,6,6,418,4.6,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.5,6,22,1,0,5,5,1
709,Aurélien Tchouaméni,FRA,Cen.Dif,Real Madrid,25-002,2000,5,4,300,3.3,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,0,17,5,2,2,3,0
710,Mathys Tel,FRA,Att.Cen,Bayern Munich,19-277,2005,2,0,31,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,1,0,2,1,1,0,1
711,Nathan Tella,NGA,Att,Leverkusen,25-208,1999,6,3,246,2.7,0,0,0,0,0,0,1,0,0.8,0.8,0.5,1.3,11,6,8,1,7,3,1
712,Marc-André ter Stegen,GER,Por,Barcelona,32-274,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
713,Filippo Terracciano,ITA,Cen,Milan,21-356,2003,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
714,Martin Terrier,FRA,Cen,Leverkusen,27-331,1997,4,1,105,1.2,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,2,1,0,0,0,1,0
715,Aleksa Terzić,SRB,Dif,RB Salzburg,25-165,1999,5,4,316,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,11,9,0,0,0,2,1
716,Jordan Teze,NED,Cen.Dif,Monaco,25-121,1999,2,0,22,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,1,0,0,0,0
717,Kévin Théophile-Catherine,FRA,Dif,Dinamo Zagreb,35-093,1989,6,6,540,6.0,0,1,1,0,0,0,0,0,0.1,0.1,0.0,0.2,1,5,2,0,1,1,0
718,Malick Thiaw,GER,Dif,Milan,23-174,2001,3,2,188,2.1,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,2,8,3,1,6,0,0
719,Khéphren Thuram,FRA,Cen,Juventus,23-309,2001,6,4,358,4.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5,10,3,1,4,2,0
720,Marcus Thuram,FRA,Att,Inter,27-176,1997,6,3,290,3.2,1,0,1,1,0,0,0,0,1.1,1.1,0.1,1.2,7,4,8,2,5,7,3
721,Youri Tielemans,BEL,Cen,Aston Villa,27-267,1997,7,7,605,6.7,1,2,3,1,0,0,1,0,0.3,0.3,0.6,0.9,6,49,8,3,9,12,0
722,Kieran Tierney,SCO,Dif,Arsenal,27-238,1997,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,0,0,0,0,0
723,Guus Til,NED,Cen,PSV Eindhoven,27-038,1997,7,5,432,4.8,0,1,1,0,0,0,0,0,1.1,1.1,0.1,1.3,7,11,13,6,5,2,2
724,Malik Tillman,USA,Cen.Att,PSV Eindhoven,22-246,2002,6,6,533,5.9,3,2,5,3,0,0,3,0,0.5,0.5,1.4,1.9,8,33,11,5,6,13,1
725,Jurriën Timber,NED,Dif,Arsenal,23-226,2001,6,5,373,4.1,0,1,1,0,0,0,1,0,0.0,0.0,1.0,1.0,6,24,0,0,6,7,0
726,Quinten Timber,NED,Cen,Feyenoord,23-226,2001,6,6,517,5.7,0,1,1,0,0,0,1,0,0.2,0.2,0.1,0.3,8,16,5,2,9,10,0
727,Vinicius Tobias,BRA,Dif,Shakhtar,20-341,2004,2,1,120,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,2,1,0,2,4,0
728,Marko Tolić,CRO,Cen,Slovan Bratislava,28-208,1996,6,5,444,4.9,0,1,1,0,0,0,4,1,0.2,0.2,0.6,0.8,6,23,6,1,5,6,2
729,Rafael Tolói,ITA,Dif,Atalanta,34-111,1990,2,1,106,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,0,0,1,0,1
730,Fikayo Tomori,ENG,Dif,Milan,27-041,1997,5,5,443,4.9,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.1,3,29,1,1,4,2,0
731,Pablo Torre,ESP,Att.Cen,Barcelona,21-301,2003,2,0,21,0.2,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0,2,1,0,1,0,0
732,Raúl Torrente,ESP,Dif,Dinamo Zagreb,23-140,2001,5,5,450,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,1,0,6,6,0
733,Ferrán Torres,ESP,Att.Dif,Barcelona,24-335,2000,4,1,138,1.5,2,1,3,2,0,0,1,0,1.5,1.5,0.5,1.9,1,1,5,4,1,1,0
734,Pau Torres,ESP,Dif,Aston Villa,28-013,1997,6,5,475,5.3,0,1,1,0,0,0,1,0,0.1,0.1,0.0,0.1,7,13,1,0,2,2,0
735,Lorenzo Torriani,ITA,Por,Milan,19-364,2005,1,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
736,Ousmane Toure,FRA,Dif,Lille,19-346,2005,1,1,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0,2,0,0
737,Gernot Trauner,AUT,Dif,Feyenoord,32-310,1992,7,6,541,6.0,1,0,1,1,0,0,1,0,0.4,0.4,0.0,0.4,4,26,6,2,5,1,2
738,Francisco Trincão,POR,Cen.Att,Sporting CP,25-031,1999,7,7,611,6.8,0,1,1,0,0,0,0,0,0.9,0.9,0.8,1.7,24,23,14,2,8,10,0
739,Leandro Trossard,BEL,Att,Arsenal,30-056,1994,7,3,339,3.8,1,1,2,1,0,1,0,0,1.9,1.1,0.5,1.6,6,19,9,1,2,3,0
740,Anatolii Trubin,UKR,Por,Benfica,23-181,2001,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
741,Auston Trusty,USA,Dif,Celtic,26-170,1998,7,6,546,6.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,4,30,2,0,3,5,1
742,Kostas Tsimikas,GRE,Dif,Liverpool,28-262,1996,5,4,353,3.9,0,1,1,0,0,0,1,0,0.3,0.3,0.8,1.1,3,22,5,0,3,2,1
743,Viktor Tsyhankov,UKR,Att,Girona,27-075,1997,4,4,258,2.9,0,0,0,0,0,0,0,0,0.8,0.8,0.6,1.4,4,9,5,2,3,3,1
744,Indrit Tuci,ALB,Att,Sparta Prague,24-137,2000,2,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
745,Christos Tzolis,GRE,Att.Cen,Club Brugge,22-365,2002,7,7,564,6.3,1,0,1,1,0,0,1,0,1.0,1.0,1.3,2.3,21,21,16,7,8,11,1
746,Ayase Ueda,JPN,Att.Cen,Feyenoord,26-141,1998,4,2,182,2.0,2,0,2,2,0,1,0,0,1.6,0.8,0.0,0.8,1,3,3,2,0,3,1
747,Filip Ugrinic,SUI,Cen,Young Boys,26-024,1999,7,7,597,6.6,0,1,1,0,0,0,3,0,0.2,0.2,1.1,1.3,7,20,6,2,5,3,0
748,Sven Ulreich,GER,Por,Bayern Munich,36-179,1988,1,0,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
749,Deniz Undav,GER,Cen.Att,Stuttgart,28-194,1996,5,5,361,4.0,1,1,2,1,0,0,1,0,1.7,1.7,1.5,3.1,9,11,14,4,5,6,9
750,Dayot Upamecano,FRA,Dif,Bayern Munich,26-094,1998,7,7,630,7.0,0,0,0,0,0,0,1,0,0.7,0.7,0.4,1.1,8,48,5,1,7,0,0
751,Kacper Urbanski,POL,Cen.Att,Bologna,20-144,2004,4,3,211,2.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,6,10,4,1,1,3,0
752,Josha Vagnoman,GER,Dif.Att,Stuttgart,24-049,2000,6,6,481,5.3,1,1,2,1,0,0,0,0,0.8,0.8,0.4,1.2,5,10,7,1,8,10,0
753,Álex Valle,ESP,Dif,Celtic,20-279,2004,5,1,212,2.4,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,7,14,1,1,0,6,1
754,Federico Valverde,URU,Cen.Dif,Real Madrid,26-191,1998,7,7,585,6.5,0,1,1,0,0,0,1,0,0.1,0.1,1.0,1.1,8,23,6,0,7,1,0
755,Virgil van Dijk,NED,Dif,Liverpool,33-205,1991,7,7,630,7.0,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,0,20,3,2,4,0,0
756,Hans Vanaken,BEL,Cen,Club Brugge,32-158,1992,7,7,630,7.0,1,1,2,0,1,1,0,0,1.0,0.2,0.9,1.1,6,51,3,0,3,4,0
757,Vanderson,BRA,Dif,Monaco,23-222,2001,7,7,598,6.6,0,2,2,0,0,0,1,0,0.1,0.1,0.8,0.9,16,21,5,2,9,7,0
758,Maarten Vandevoordt,BEL,Por,RB Leipzig,22-338,2002,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
759,Lucas Vázquez,ESP,Dif,Real Madrid,33-212,1991,5,4,349,3.9,1,0,1,1,0,0,3,0,0.3,0.3,0.1,0.5,4,10,3,3,3,4,0
760,Joey Veerman,NED,Cen,PSV Eindhoven,26-071,1998,3,2,196,2.2,0,2,2,0,0,0,1,0,0.3,0.3,0.7,0.9,0,21,6,2,0,1,0
761,Romeo Vermant,BEL,Att.Cen,Club Brugge,21-005,2004,4,0,35,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,2,1,4,1,0
762,Arthur Vermeeren,BEL,Cen,RB Leipzig,19-357,2005,6,3,246,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,15,0,0,2,0,1
763,Hugo Vetlesen,NOR,Cen,Club Brugge,24-335,2000,4,1,157,1.7,0,1,1,0,0,0,2,0,0.6,0.6,0.1,0.7,1,4,4,1,3,1,0
764,William Vick,DEN,Cen.Att,Sturm Graz,21-334,2003,7,7,576,6.4,0,1,1,0,0,0,0,0,0.6,0.6,1.3,1.8,16,11,7,3,1,7,2
765,Pau Victor Delgado,ESP,Att,Barcelona,23-064,2001,4,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,0,0,2,0,0
766,Peter Vindahl Jensen,DEN,Por,Sparta Prague,26-348,1998,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,2,0
767,Alan Virginius,FRA,Att.Cen,Young Boys,22-026,2003,6,2,253,2.8,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,6,1,2,0,3,2,1
768,Martin Vitík,CZE,Dif,Sparta Prague,22-008,2003,7,7,630,7.0,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,6,18,4,0,7,2,0
769,Vitinha,POR,Cen,Paris S-G,24-351,2000,7,6,517,5.7,0,1,1,0,0,0,0,0,0.2,0.2,0.8,1.0,4,37,6,1,1,8,0
770,Dušan Vlahović,SRB,Att,Juventus,25-001,2000,6,5,413,4.6,4,1,5,3,1,1,0,0,2.6,1.8,1.0,2.7,5,11,13,6,7,6,3
771,Siemen Voet,BEL,Dif,Slovan Bratislava,24-361,2000,3,3,255,2.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,9,2,1,2,0,0
772,Matúš Vojtko,SVK,Dif,Slovan Bratislava,24-116,2000,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
773,Stefan de Vrij,NED,Dif,Inter,32-359,1992,6,6,513,5.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,18,1,0,3,2,0
774,Kyle Walker,ENG,Dif,Manchester City,34-246,1990,2,1,103,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,11,1,1,1,0,0
775,Ollie Watkins,ENG,Att,Aston Villa,29-030,1995,7,6,445,4.9,0,2,2,0,0,0,0,0,1.3,1.3,1.8,3.1,7,4,10,3,7,7,4
776,Timothy Weah,USA,Att,Juventus,24-342,2000,6,2,258,2.9,0,1,1,0,0,0,1,0,0.0,0.0,0.6,0.6,10,9,2,0,3,3,2
777,Vladimír Weiss,SVK,Att.Cen,Slovan Bratislava,35-060,1989,3,2,145,1.6,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,7,7,1,0,2,4,0
778,Timon Wellenreuther,GER,Por,Feyenoord,29-057,1995,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,1,4,0
779,Ben White,ENG,Dif,Arsenal,27-113,1997,3,3,225,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,19,0,0,3,0,0
780,Tomáš Wiesner,CZE,Cen.Dif,Sparta Prague,27-196,1997,6,5,421,4.7,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,7,15,2,0,6,0,0
781,Kevin Wimmer,AUT,Dif,Slovan Bratislava,32-075,1992,4,4,360,4.0,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,6,11,3,1,3,6,0
782,Florian Wirtz,GER,Cen.Att,Leverkusen,21-271,2003,7,7,591,6.6,5,1,6,4,1,1,2,0,3.4,2.6,1.7,4.2,23,43,19,11,4,6,2
783,Axel Witsel,BEL,Dif,Atlético Madrid,36-017,1989,4,3,271,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,7,0,0,3,1,0
784,Gregory Wüthrich,SUI,Dif,Sturm Graz,30-056,1994,3,3,189,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0,3,2,0
785,Granit Xhaka,SUI,Cen,Leverkusen,32-124,1992,7,6,558,6.2,0,0,0,0,0,0,1,0,0.2,0.2,0.6,0.8,8,52,6,3,10,2,0
786,Malick Yalcouye,CIV,Cen.Att,Sturm Graz,19-072,2005,7,6,528,5.9,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,12,12,6,0,8,18,0
787,Lamine Yamal,ESP,Att,Barcelona,17-200,2007,6,6,505,5.6,1,2,3,1,0,0,0,0,0.9,0.9,1.0,1.9,23,31,19,9,8,10,1
788,Erencan Yardimci,TUR,Att,Sturm Graz,22-360,2002,5,0,101,1.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,2,1,0,5,0,5
789,Kenan Yıldız,TUR,Att,Juventus,19-270,2005,7,6,486,5.4,1,1,2,1,0,0,0,0,0.5,0.5,0.3,0.8,26,15,12,2,4,9,4
790,Seol Young-woo,KOR,Dif,Red Star,26-055,1998,7,7,610,6.8,0,2,2,0,0,0,1,0,0.1,0.1,0.4,0.5,7,30,3,1,2,9,1
791,Dan-Axel Zagadou,FRA,Dif,Stuttgart,25-240,1999,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
792,Danijel Zagorac,CRO,Por,Dinamo Zagreb,37-357,1987,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
793,Warren Zaïre-Emery,FRA,Cen,Paris S-G,18-327,2006,7,5,444,4.9,1,0,1,1,0,0,0,0,1.1,1.1,0.2,1.3,10,27,6,1,5,2,0
794,Denis Zakaria,SUI,Cen,Monaco,28-070,1996,5,5,433,4.8,1,0,1,0,1,1,1,0,0.9,0.1,0.1,0.3,2,31,5,1,6,1,0
795,Nicolò Zaniolo,ITA,Att.Cen,Atalanta,25-211,1999,6,0,119,1.3,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.7,3,3,3,1,6,1,2
796,Davide Zappacosta,ITA,Dif,Atalanta,32-232,1992,6,5,446,5.0,0,2,2,0,0,0,0,0,0.5,0.5,2.7,3.2,21,28,9,0,2,4,1
797,Gjivai Zechiël,NED,Cen,Feyenoord,20-242,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
798,Jaroslav Zelený,CZE,Dif,Sparta Prague,32-162,1992,4,2,209,2.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,2,1,0,4,2,0
799,Ramiz Zerrouki,ALG,Cen,Feyenoord,26-248,1998,4,1,114,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,1,0,4,0,1
800,Edon Zhegrova,KVX,Att.Cen,Lille,25-304,1999,5,3,363,4.0,1,1,2,1,0,0,1,0,0.4,0.4,0.8,1.1,14,9,8,3,2,3,0
801,Piotr Zieliński,POL,Cen,Inter,30-254,1994,7,5,446,5.0,0,0,0,0,0,0,0,0,0.5,0.5,0.6,1.1,11,23,8,0,0,7,0
802,Oleksandr Zinchenko,UKR,Dif,Arsenal,28-045,1996,3,1,95,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,1,16,2,0,0,0,0
803,Tanguy Zoukrou,FRA,Dif,Young Boys,21-267,2003,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,2,0
804,Oleksandr Zubkov,UKR,Att.Cen,Shakhtar,28-179,1996,7,6,460,5.1,2,1,3,2,0,0,0,0,1.3,1.3,0.9,2.2,10,17,11,4,7,3,0
805,Lovro Zvonarek,CRO,Cen.Att,Sturm Graz,19-266,2005,5,0,139,1.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.5,3,5,4,1,1,2,0
806,Martin Ødegaard,NOR,Cen,Arsenal,26-043,1998,4,3,246,2.7,1,0,1,1,0,0,0,0,1.1,1.1,0.7,1.8,9,24,5,1,2,3,0
807,Łukasz Łakomy,POL,Cen,Young Boys,24-011,2001,6,4,368,4.1,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,5,17,8,2,10,1,0
